word,word_pinyin,word_eng,sentence,sentence_pinyin,sentence_eng,sound,sentence_sound
银行,yínháng,bank,银行几点开门？,Yíngháng jǐdiǎn kāimén?,What time does the bank open?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/bank-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/bank-phrase.mp3
感恩节,gǎnēnjié,Thanksgiving,感恩节我们吃火鸡。,Gǎnēnjié wǒmén chī huǒjī.,We eat turkey on Thanksgiving.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/Thanksgiving-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/Thanksgiving-phrase.mp3
干净,gānjìng,clean,他的房间很干净。,Tā de fángjiān hěn gānjìng.,His room is very clean.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/clean-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/clean-phrase.mp3
圣诞节,shèngdànjié,Christmas,圣诞节我要回家。,Shèngdànjié wǒ yào huíjiā.,I will go home for Christmas.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/Christmas-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/Christmas-phrase.mp3
语法,yǔfǎ,grammar,汉语语法不太难。,Hànyǔ yǔfǎ bú tài nán.,Chinese grammar is not very difficult.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/grammar-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/grammar-phrase.mp3
口语,kǒuyǔ,spoken language,我的汉语口语不太好。,Wǒ de hànyǔ kǒuyǔ bú tài hǎo.,My spoken Chinese is not very good.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/spoken-language-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/spoken-language-phrase.mp3
念,niàn,to read aloud,请念生词。,Qǐng niàn shēngcí.,Please read the new words aloud.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-read-aloud-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-read-aloud-phrase.mp3
房子,fángzi,house,他家的房子很美。,Tā jiā de fángzi hěn měi.,His family's house is very beautiful.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/house-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/house-phrase.mp3
旅行,lǚxíng,to travel,我想去西部旅行。,Wǒ xiǎng qù xībù lǚxíng.,I'd like to travel in the west.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-travel-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-travel-phrase.mp3
洗,xǐ,to wash,请把车洗一洗。,Qǐng bǎ chē xǐyixǐ.,Please wash the car.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-wash-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-wash-phrase.mp3
有意思,yǒuyìsi,interesting,这本书很有意思。,Zhè běn shū hěn yǒuyìsi.,This book is very interesting.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/interesting-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/interesting-phrase.mp3
打扫,dǎsǎo,to clean,他每天打扫房间。,Tā měitiān dǎsǎo fángjiān.,He cleans the room everyday.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-clean-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-clean-phrase.mp3
寄,jì,to mail,我给妈妈寄了礼物。,Wǒ gěi māma jìle lǐwù.,I have mailed the gift to mom.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-mail-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-mail-phrase.mp3
刚才,gāngcái,just now,他刚才来找过你。,Tā gāngcái lái zhǎoguò nǐ.,He has just come to look for you.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/just-now-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/just-now-phrase.mp3
河,hé,river,黄河在中国。,Huánghé zài zhōngguó.,The Yellow River is in China.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/river-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/river-phrase.mp3
山,shān,mountain,中国有很多大山。,Zhōngguó yǒu hěnduō dà shān.,There are many big mountains in China.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/mountain-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/mountain-phrase.mp3
回,huí,to return,他已经回家了。,Tā yǐjīng huíjiā le.,He has already gone home.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-return-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-return-phrase.mp3
旧,jiù,old,我的衣服很旧。,Wǒde yīfu hěn jiù.,My clothes are very old.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/old-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/old-phrase.mp3
新,xīn,new,这个书店是新的。,Zhè ge shūdiàn shì xīnde.,This bookstore is new.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/new-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/new-phrase.mp3
服务,fúwù,to serve,这家商店服务很好。,Zhè jiā shāngdiàn fúwù hěn hǎo.,This store's service is very good.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-serve-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-serve-phrase.mp3
热心,rèxīn,enthusiastic,他很热心地帮助我。,Tā hěn rèxīn de bāngzhù wǒ.,He helps me enthusiastically.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/enthusiastic-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/enthusiastic-phrase.mp3
方便,fāngbiàn,convenient,这儿买东西很方便。,Zhèr mǎi dōngxi hěn fāngbiàn.,It is convenient to go shopping here.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/convenient-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/convenient-phrase.mp3
客厅,kètīng,living room,我们的客厅很大。,Wǒmén de kètīng hěn dà.,Our living room is very large.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/living-room-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/living-room-phrase.mp3
客厅,kètīng,living room,我们的客厅很大。,Wǒmén de kètīng hěn dà.,Our living room is very large.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/living-room-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/living-room-phrase.mp3
可能,kěnèng,maybe,明天可能下雨。,Míngtiān kěnéng xiàyǔ.,It might rain tomorrow.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/maybe-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/maybe-phrase.mp3
经理,jīnglǐ,manager,今天经理有会。,Jīntiān jīnglǐ yǒu huì.,The manager has a meeting today.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/manager-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/manager-phrase.mp3
帮助,bāngzhù,to help,我可以帮助你吗？,Wǒ kěyǐ bāngzhù nǐ ma?,May I help you?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-help-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-help-phrase.mp3
帮助,bāngzhù,to help,我可以帮助你吗？,Wǒ kěyǐ bāngzhù nǐ ma?,May I help you?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-help-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-help-phrase.mp3
办,bàn,"to deal with, to do, to take care of, to manage",我有很多事要办。,Wǒ yǒu hěnduō shì yào bàn.,I have a lot to take care of.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-deal-with-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-deal-with-phrase.mp3
厨房,chúfáng,kitchen,这间厨房太小。,Zhè jiān chúfáng tài xiǎo.,This kitchen is too small.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/kitchen-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/kitchen-phrase.mp3
租,zū,to rent,他想租一间房。,Tā xiǎng zū yī jiān fáng.,He wants to rent a room.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-rent-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-rent-phrase.mp3
可是,kěshì,but,我很好，可是太忙。,"Wǒ hěnhǎo, kěshì tài máng.","I am well, but too busy.",http://wotd.transparent.com/mandarin-chinese/level-1/sound/but-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/but-phrase.mp3
散步,sànbù,to take a walk,他吃饭后常常散步。,Tā chīfàn hòu chángcháng sànbù.,He often takes a walk after meals.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-take-a-walk-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-take-a-walk-phrase.mp3
告诉,gàosu,to tell,请告诉他一点开会。,Qǐng gàosù tā yīdiǎn kāihuì.,Please tell him the meeting is at one o'clock.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-tell-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-tell-phrase.mp3
生病,shēngbìng,to get sick; to fall ill,我不常生病。,Wǒ bù cháng shēngbìng.,I do not get sick often.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-get-sick-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-get-sick-phrase.mp3
听说,tīngshuō,to hear of; to hear about,听说她工作得很晚。,Tīngshūo tā gōngzuò de hěn wǎn.,I hear she works very late.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-hear-of;-to-hear-about-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-hear-of;-to-hear-about-phrase.mp3
胃,wèi,stomach,我的胃不舒服。,Wǒ de wèi bù shūfu.,My stomach doesn't feel well.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/stomach-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/stomach-phrase.mp3
胃,wèi,stomach,我的胃不舒服。,Wǒ de wèi bù shūfu.,My stomach doesn't feel well.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/stomach-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/stomach-phrase.mp3
药,yào,medicine,我要去买药。,Wǒ yào qù mǎi yào.,I need to buy some medicine.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/medicine-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/medicine-phrase.mp3
发烧,fāshāo,to have a fever,我有点儿发烧。,#N/A!,I have a bit of a fever.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-have-a-fever-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-have-a-fever-phrase.mp3
感冒,gǎnmào,to have a cold; to catch a cold,孩子感冒了。,Háizi gǎnmào le.,The child has caught a cold.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-have-a-cold-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-have-a-cold-phrase.mp3
住,zhù,to live,你住在哪儿？,Nǐ zhù zài nǎr?,Where do you live?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-live-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-live-phrase.mp3
紫,zǐ,purple,我喜欢紫色。,Wǒ xǐhuan zǐ sè.,I like purple.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/purple-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/purple-phrase.mp3
蓝,lán,blue,今天天真蓝。,Jīntiān tiān zhēn lán.,The sky is really blue today.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/blue-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/blue-phrase.mp3
黄,huáng,yellow,秋天草黄了。,Qiūtiān cǎo huáng le.,Grass turns yellow in the fall.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/yellow-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/yellow-phrase.mp3
绿,lǜ,green,绿草很嫩。,Lǜ cǎo hěn nèn.,Green grass is tender.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/green-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/green-phrase.mp3
白,bái,white,夏天我穿白衬衫。,Xiàtiān wǒ chuān bái chènshān.,I wear white shirts in the summer.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/white-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/white-phrase.mp3
黑,hēi,black,教室有黑板。,Jiàoshì yǒu hēibǎn.,There is a blackboard in the classroom.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/black-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/black-phrase.mp3
衣服,yīfu,clothing; clothes,他穿了一件黑衣服。,Tā chuānle yī jiàn hēi yīfu.,He wore one piece of black clothing.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/clothing-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/clothing-phrase.mp3
穿,chuān,to wear,孩子喜欢穿新衣。,Háizi xǐhuān chuān xīnyī.,Children like to wear new clothes.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-wear-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-wear-phrase.mp3
